workflow_id,ts,provider,model,model_version,operation,prompt_version,temperature,input_tokens,output_tokens,total_tokens,cost_usd,latency_ms,status,finish_reason
af2f5e66-ccd0-48e7-bcc2-df7b56bf25f9,2026-06-01T14:13:11+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,829,245,1074,0.00027,1041,success,stop
6006a819-ca54-4079-b06d-85e19db150a5,2026-06-01T21:09:00+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1199,90,1289,0.00023,753,success,stop
947184ca-767c-4c8c-83da-959bf24cd2fd,2026-06-01T07:54:27+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,954,351,1305,0.00035,901,success,stop
86438ecf-ad0e-4feb-844a-f1eb72a93acf,2026-06-01T03:15:42+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1068,240,1308,0.0003,1006,success,stop
c9c2f47c-005e-4a89-91f5-5b726f7f89b5,2026-06-01T03:56:58+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,972,236,1208,0.00029,661,success,stop
86e36766-bf09-4596-b30d-82783c5e790e,2026-06-01T21:32:56+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1004,344,1348,0.00036,1546,success,stop
ba57dcc1-bf0a-44ba-a7a4-ccf765e9b1cb,2026-06-01T18:24:57+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,733,237,970,0.00025,736,success,stop
89dc9ffc-0251-4850-9634-899f22299b49,2026-06-01T20:37:46+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1259,94,1353,0.00025,1116,success,stop
d43bfec8-55d9-455a-b801-48d65232ea62,2026-06-01T07:35:56+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,882,128,1010,0.00021,926,success,stop
72ba1de8-e8c0-4528-832c-d44e83e419a3,2026-06-01T21:03:00+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1330,259,1589,0.00035,748,success,stop
0febe950-0ec4-4789-8d6b-6deb6b1d2f4e,2026-06-01T06:14:37+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1037,212,1249,0.00028,877,success,stop
5b476ce1-e6a2-412a-83df-d744d5e747df,2026-06-01T06:14:02+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,398,308,706,0.00024,715,success,stop
e3f3d9dd-675e-44ef-8a93-32750585338a,2026-06-01T08:39:27+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1242,118,1360,0.00026,696,success,stop
d9c4919e-ec03-4c7b-9fa0-3bf9f1c0a762,2026-06-01T11:35:42+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1275,125,1400,0.00027,1276,success,stop
88f6972a-5830-4c1a-83d1-0b6f59c553be,2026-06-01T08:44:10+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1194,408,1602,0.00042,1333,success,stop
203f5915-8dd3-4ec5-9826-ca3cba7ba18e,2026-06-01T09:34:53+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,505,382,887,0.0003,1205,success,stop
0f25835e-978b-441a-9a21-d63937eb2396,2026-06-01T06:21:44+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,879,85,964,0.00018,1125,success,stop
be69036d-bcce-4cf8-82b8-df9a6e7ffea1,2026-06-01T02:55:33+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1284,237,1521,0.00033,1286,success,stop
6a4b888a-9f25-44b6-9b69-b723f70755a2,2026-06-01T05:18:57+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1135,296,1431,0.00035,1319,success,stop
f0297109-b4b9-499b-a11c-66f347b42650,2026-06-01T03:00:08+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,521,295,816,0.00026,949,success,stop
e38d13f1-520a-4918-b2e9-cbe20dbe83c7,2026-06-01T02:36:53+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,444,328,772,0.00026,1300,success,stop
645b9f8f-55cc-4687-a7b5-c2fd53d6790a,2026-06-01T17:37:03+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1325,339,1664,0.0004,313,success,stop
b62823b7-4eed-4934-a4c8-63f15396dc9e,2026-06-01T14:38:17+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1240,225,1465,0.00032,832,success,stop
3e7a424f-2615-4a56-9bf3-2e7a55920c4b,2026-06-01T19:14:30+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1290,298,1588,0.00037,1293,success,stop
4d6d50f0-480b-42ee-8e06-50b4d524ad4e,2026-06-01T16:15:11+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,450,90,540,0.00012,1028,success,stop
bb954f82-6a0e-4703-99c4-9edf8a83e954,2026-06-01T23:28:26+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1289,338,1627,0.0004,200,success,stop
d6821d40-5852-4fbc-8e25-fe7e4ba3e661,2026-06-01T15:39:00+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,918,153,1071,0.00023,775,success,stop
798a60f9-9654-48a1-8765-e044e1e093e3,2026-06-01T00:53:23+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1216,327,1543,0.00038,789,success,stop
93b34a7b-61bf-4733-ac75-2afccbed47a8,2026-06-01T13:10:08+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,421,99,520,0.00012,1053,success,stop
030717ae-23d2-4521-a16f-40f7a3c28f57,2026-06-01T21:54:52+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,427,289,716,0.00024,1197,success,stop
8fb55e78-5ee6-4fd4-9de2-b3fe764f02f7,2026-06-01T22:32:29+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,692,254,946,0.00026,657,success,stop
253d107b-7652-4ed9-92e4-e0b72b7144cc,2026-06-01T03:29:19+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1364,80,1444,0.00025,1137,success,stop
cfcd1ea1-5bc2-4cd5-88bf-ec045e663071,2026-06-01T05:48:08+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1283,415,1698,0.00044,1123,success,stop
2fc452dc-9308-4873-a65d-650ad17a41e7,2026-06-01T15:55:19+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,952,372,1324,0.00037,1311,success,stop
92e5583d-9a19-48ce-acdb-d6566421c573,2026-06-01T15:46:25+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1224,86,1310,0.00024,1287,success,stop
accd7338-67f4-4c9d-8604-e545887692f1,2026-06-01T07:10:08+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,540,61,601,0.00012,1143,success,stop
1ccbce9d-8adc-492c-9a9d-952b22f7d64f,2026-06-01T20:07:58+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,583,238,821,0.00023,1075,success,stop
6d34d505-986a-47c8-a152-2f950726d9ac,2026-06-01T14:28:02+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,778,215,993,0.00025,901,success,stop
2408a729-3b18-41cd-8dff-bf358bf53fdf,2026-06-01T19:21:20+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1254,381,1635,0.00042,1216,success,stop
36d02fbd-7c47-44c4-b2a3-84f43bcc4b4d,2026-06-01T17:57:50+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1042,211,1253,0.00028,711,success,stop
c3faf91d-68bf-4011-b802-bffb6a524e94,2026-06-01T07:28:14+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,805,409,1214,0.00037,733,success,stop
3925bbee-18c0-47c4-b71f-0db922e9d0e3,2026-06-01T02:56:34+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,822,192,1014,0.00024,1110,success,stop
c0d6dd62-dd79-4f6b-830e-0fd492170bb2,2026-06-01T04:01:05+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1229,294,1523,0.00036,601,success,stop
2c9488c2-2304-4133-88c6-68a8e01aa820,2026-06-01T23:21:31+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,784,113,897,0.00019,510,success,stop
2093950a-f909-4a5f-8974-164734814c92,2026-06-01T01:29:59+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1325,88,1413,0.00025,883,success,stop
25a99da2-a161-4e31-ae23-c949d32643a1,2026-06-01T19:54:14+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,774,304,1078,0.0003,805,success,stop
ef0f12e8-8f63-4dec-878d-7597bbe5b0a9,2026-06-01T18:19:48+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,918,175,1093,0.00024,1111,success,stop
494faff7-7484-41b9-8743-422515b53305,2026-06-01T00:40:27+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1052,196,1248,0.00028,910,success,stop
f626be7e-c0e1-4a20-859a-21552ddac599,2026-06-01T21:35:00+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,977,289,1266,0.00032,842,success,stop
1d336034-5ac1-457e-9b26-364009f97ae3,2026-06-01T15:59:49+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,694,79,773,0.00015,1008,success,stop
4d942c47-eaba-472e-a12b-8ee95e27517f,2026-06-01T21:06:08+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1322,275,1597,0.00036,558,success,stop
44dfd592-9f1a-4789-a77f-ffb97f9955ad,2026-06-01T08:44:29+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,870,264,1134,0.00029,324,success,stop
efdf6224-2501-4ce9-9318-569f5ee6e8ea,2026-06-01T23:40:46+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,396,280,676,0.00023,988,success,stop
efdf6224-2501-4ce9-9318-569f5ee6e8ea,2026-06-01T23:40:46+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1255,83,1338,0.00024,1112,success,stop
4264bdd3-c099-45fb-9ab3-752afc1dd5ea,2026-06-01T17:44:15+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,451,142,593,0.00015,569,success,stop
59ab6153-d285-44d2-a8b7-2b7df000c045,2026-06-01T01:25:24+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1298,305,1603,0.00038,1117,success,stop
daa10d93-0cf6-4a40-86f7-2b27bfaee73f,2026-06-01T15:16:16+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,574,201,775,0.00021,823,success,stop
66a36b23-150f-434b-858a-37b3382cdc9f,2026-06-01T20:36:30+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,574,136,710,0.00017,711,success,stop
31934c5c-57a3-43f3-9e61-7964c26c5bed,2026-06-01T11:05:38+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,447,250,697,0.00022,967,success,stop
10cfee72-2122-4497-8c5f-be62a5a094d9,2026-06-01T22:46:50+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1160,135,1295,0.00025,825,success,stop
c91578ec-319c-46c2-b100-23aca693d242,2026-06-01T07:56:22+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,825,341,1166,0.00033,200,success,stop
f1386fa3-2695-4795-9201-146b2828e940,2026-06-01T18:05:41+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,393,294,687,0.00024,1187,success,stop
8a18255c-3e24-4a2b-8c87-40982afebfb5,2026-06-01T00:41:29+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,745,267,1012,0.00027,848,success,stop
f87a3bb5-561a-4355-9b6a-cc57d8a310f1,2026-06-01T08:54:02+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,929,126,1055,0.00021,652,success,stop
4c31311e-cb4c-40d3-98f0-710472746c89,2026-06-01T22:58:45+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,534,66,600,0.00012,1125,success,stop
1f856728-48d7-4c5a-ae44-690487b49444,2026-06-01T21:19:23+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,720,381,1101,0.00034,1349,success,stop
622d391b-88f5-4afe-b9b5-3a6d76912007,2026-06-01T06:49:26+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1231,388,1619,0.00042,688,success,stop
d95f4151-2155-4f0d-8baf-a4163a60ec06,2026-06-01T15:17:54+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1050,339,1389,0.00036,692,success,stop
873e16c3-cbff-48dc-8468-2c9ca070ebd2,2026-06-01T09:36:18+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,624,257,881,0.00025,1222,success,stop
160b0ad2-f103-40d3-b8cf-4a2254756bef,2026-06-01T16:37:29+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1354,149,1503,0.00029,889,success,stop
62c3d69a-9d63-4aa1-82ac-4307d620e992,2026-06-01T09:36:17+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,551,275,826,0.00025,1025,success,stop
6a408f84-6641-4677-b6b2-862df30ee0dd,2026-06-01T10:48:21+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,353,109,462,0.00012,1180,success,stop
fdebc97f-0e3f-4524-85f0-2f73bcb0dabd,2026-06-01T13:37:43+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,393,147,540,0.00015,927,success,stop
eeccba1d-03d0-432b-ab3d-54c9fc02d36a,2026-06-01T16:44:12+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,906,327,1233,0.00033,925,success,stop
5ca0b6c6-63d9-4eca-b888-269573b0b0c2,2026-06-01T01:50:18+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,816,249,1065,0.00027,884,success,stop
8f1b8bdb-efaf-4a0a-a113-d3644f1c0e7c,2026-06-01T00:27:44+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,361,98,459,0.00011,532,success,stop
ac09ebee-71ed-49a3-9745-78bef4a25864,2026-06-01T01:46:26+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1307,321,1628,0.00039,657,success,stop
205b6e03-6b0d-4026-8337-2a609ae0fab4,2026-06-01T23:00:18+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,441,385,826,0.0003,850,success,stop
90479363-9d01-4a89-bd54-a55978b42daf,2026-06-01T16:24:59+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,838,311,1149,0.00031,862,success,stop
1434d430-d106-4174-a5da-704449135630,2026-06-01T18:17:19+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1346,177,1523,0.00031,326,success,stop
dac87721-52dc-4b4e-b4ff-20caeae1a73a,2026-06-01T04:05:10+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1104,147,1251,0.00025,1024,success,stop
007b8155-9908-4dfd-bb75-9fc953838631,2026-06-01T20:45:38+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1331,309,1640,0.00039,899,success,stop
2737fc45-d364-4f8b-9bf7-c9d2daf9d058,2026-06-01T07:11:30+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1204,223,1427,0.00031,862,success,stop
f0c7ccd2-e443-4374-8caf-5f8d94a2e51e,2026-06-01T16:01:40+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1336,349,1685,0.00041,1064,success,stop
5bc5535e-9fad-4269-bfad-98da8bbc96a4,2026-06-01T01:03:29+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,662,171,833,0.0002,764,success,stop
5bc47734-4528-489c-a70e-e5a2277b2f3b,2026-06-01T19:55:19+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,423,132,555,0.00014,870,success,stop
62fd7a60-7ffc-4b63-81f5-e3cf77497960,2026-06-01T12:40:22+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,584,135,719,0.00017,1555,success,stop
a8cf4ef5-28ad-4375-8a7c-227536bfd1b1,2026-06-01T22:47:48+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1245,167,1412,0.00029,1457,success,stop
72d12320-d259-472a-931c-5dc32ad27307,2026-06-01T17:56:59+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1300,414,1714,0.00044,974,success,stop
5b20c21c-cf56-4859-9390-5cc867a14818,2026-06-01T09:59:09+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1005,161,1166,0.00025,1091,success,stop
85d99111-ddac-4e38-bc83-4a3ea0296a6f,2026-06-01T07:06:14+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1137,287,1424,0.00034,756,success,stop
9cffd314-eb3c-4619-890f-f5af612dbe5a,2026-06-01T15:17:20+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1398,367,1765,0.00043,1039,success,stop
b4ac25a4-48f1-4692-be4a-19183abec8b6,2026-06-01T08:09:26+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,769,313,1082,0.0003,658,success,stop
5a9621a7-5e99-41ae-a5dd-4d395c955fb1,2026-06-01T22:04:23+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,768,312,1080,0.0003,966,success,stop
203f7667-9f0b-4060-bf29-2278e4586e68,2026-06-01T12:11:58+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,638,312,950,0.00028,1121,success,stop
e0d42741-7f74-4e6a-8cf5-734cb714c317,2026-06-01T14:05:40+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1030,211,1241,0.00028,653,success,stop
052c5302-fb07-4de2-b2bc-c976e8bb4c2a,2026-06-01T19:47:45+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,401,235,636,0.0002,895,success,stop
37aed839-b5c6-4345-b9f0-dc43c3575b01,2026-06-01T23:02:15+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,598,132,730,0.00017,1077,success,stop
ccf1c5c9-46e9-4a74-9385-d953c2fe561a,2026-06-01T11:00:08+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,724,253,977,0.00026,629,success,stop
374b1d53-adb1-4e9f-9693-fac162e8fb2c,2026-06-01T11:25:05+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,660,213,873,0.00023,472,success,stop
1cde7517-2e04-4d41-8634-b57653d716eb,2026-06-01T03:58:35+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1009,378,1387,0.00038,1117,success,stop
ba8eba7e-5e97-4e4f-a93d-f2122ff68f15,2026-06-01T02:41:19+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,717,188,905,0.00022,865,success,stop
76700717-ec4f-4e60-beb7-31911dfb0611,2026-06-01T21:03:23+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,375,171,546,0.00016,876,success,stop
e642e205-3b86-4d5f-851b-af353d073a10,2026-06-01T00:30:39+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1011,235,1246,0.00029,846,success,stop
36ff369a-eb3c-4301-9236-2dff82281501,2026-06-01T17:07:20+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,414,307,721,0.00025,1177,success,stop
42967196-0198-415b-b530-5f879696595b,2026-06-01T23:34:57+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,585,325,910,0.00028,836,success,stop
5894633a-df2d-47aa-be0a-2a0110532142,2026-06-01T09:57:53+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1056,133,1189,0.00024,249,success,stop
d8fe797f-d25a-41bd-8ccd-d15c0dfa76f0,2026-06-01T14:31:08+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,429,354,783,0.00028,1145,success,stop
de1e5d6c-d1ee-48b5-be4f-73a7c8bfd204,2026-06-01T18:00:20+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,739,328,1067,0.00031,479,success,stop
654baf03-711f-400a-b044-26203f90096d,2026-06-01T22:29:21+00:00,openai,gpt-4o-mini,2026-05,chat.completions,v14,0.2,1359,178,1537,0.00031,1183,success,stop
