workflow_id,ts,tool_name,tool_version,action_type,read_or_write,risk_class,approval_required,approval_status,latency_ms,status,error_type,cost_usd
ba57dcc1-bf0a-44ba-a7a4-ccf765e9b1cb,2026-06-01T18:24:57+00:00,refund_issue,2.0.0,write,write,high,True,approved,206,success,,0.03638
89dc9ffc-0251-4850-9634-899f22299b49,2026-06-01T20:37:46+00:00,order_lookup,1.3.0,read,read,low,False,n/a,418,success,,0.00171
72ba1de8-e8c0-4528-832c-d44e83e419a3,2026-06-01T21:03:00+00:00,shipping_status,1.1.0,read,read,low,False,n/a,381,success,,0.00168
72ba1de8-e8c0-4528-832c-d44e83e419a3,2026-06-01T21:03:00+00:00,shipping_status,1.1.0,read,read,low,False,n/a,289,success,,0.00132
72ba1de8-e8c0-4528-832c-d44e83e419a3,2026-06-01T21:03:00+00:00,shipping_status,1.1.0,read,read,low,False,n/a,250,success,,0.00149
0febe950-0ec4-4789-8d6b-6deb6b1d2f4e,2026-06-01T06:14:37+00:00,address_update,1.0.2,write,write,high,True,approved,337,success,,0.0302
0febe950-0ec4-4789-8d6b-6deb6b1d2f4e,2026-06-01T06:14:37+00:00,address_update,1.0.2,write,write,high,True,approved,301,success,,0.03167
0febe950-0ec4-4789-8d6b-6deb6b1d2f4e,2026-06-01T06:14:37+00:00,address_update,1.0.2,write,write,high,True,approved,289,success,,0.04021
5b476ce1-e6a2-412a-83df-d744d5e747df,2026-06-01T06:14:02+00:00,order_lookup,1.3.0,read,read,low,False,n/a,471,success,,0.00145
5b476ce1-e6a2-412a-83df-d744d5e747df,2026-06-01T06:14:02+00:00,refund_issue,2.0.0,write,write,high,True,approved,295,success,,0.03747
e3f3d9dd-675e-44ef-8a93-32750585338a,2026-06-01T08:39:27+00:00,shipping_status,1.1.0,read,read,low,False,n/a,157,success,,0.0013
e3f3d9dd-675e-44ef-8a93-32750585338a,2026-06-01T08:39:27+00:00,address_update,1.0.2,write,write,high,True,approved,367,success,,0.0342
d9c4919e-ec03-4c7b-9fa0-3bf9f1c0a762,2026-06-01T11:35:42+00:00,shipping_status,1.1.0,read,read,low,False,n/a,282,success,,0.00161
d9c4919e-ec03-4c7b-9fa0-3bf9f1c0a762,2026-06-01T11:35:42+00:00,shipping_status,1.1.0,read,read,low,False,n/a,491,success,,0.00136
88f6972a-5830-4c1a-83d1-0b6f59c553be,2026-06-01T08:44:10+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,252,success,,0.01151
88f6972a-5830-4c1a-83d1-0b6f59c553be,2026-06-01T08:44:10+00:00,address_update,1.0.2,write,write,high,True,approved,258,success,,0.03486
203f5915-8dd3-4ec5-9826-ca3cba7ba18e,2026-06-01T09:34:53+00:00,order_lookup,1.3.0,read,read,low,False,n/a,331,success,,0.0016
be69036d-bcce-4cf8-82b8-df9a6e7ffea1,2026-06-01T02:55:33+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,296,success,,0.01116
be69036d-bcce-4cf8-82b8-df9a6e7ffea1,2026-06-01T02:55:33+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,237,success,,0.01267
be69036d-bcce-4cf8-82b8-df9a6e7ffea1,2026-06-01T02:55:33+00:00,refund_issue,2.0.0,write,write,high,True,approved,82,success,,0.03268
6a4b888a-9f25-44b6-9b69-b723f70755a2,2026-06-01T05:18:57+00:00,address_update,1.0.2,write,write,high,True,approved,303,success,,0.03183
6a4b888a-9f25-44b6-9b69-b723f70755a2,2026-06-01T05:18:57+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,654,success,,0.01057
6a4b888a-9f25-44b6-9b69-b723f70755a2,2026-06-01T05:18:57+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,544,success,,0.01042
f0297109-b4b9-499b-a11c-66f347b42650,2026-06-01T03:00:08+00:00,shipping_status,1.1.0,read,read,low,False,n/a,214,error,schema_validation_error,0.0
e38d13f1-520a-4918-b2e9-cbe20dbe83c7,2026-06-01T02:36:53+00:00,refund_issue,2.0.0,write,write,high,True,approved,376,success,,0.03562
e38d13f1-520a-4918-b2e9-cbe20dbe83c7,2026-06-01T02:36:53+00:00,refund_issue,2.0.0,write,write,high,True,approved,228,success,,0.03079
645b9f8f-55cc-4687-a7b5-c2fd53d6790a,2026-06-01T17:37:03+00:00,address_update,1.0.2,write,write,high,True,approved,248,success,,0.04011
645b9f8f-55cc-4687-a7b5-c2fd53d6790a,2026-06-01T17:37:03+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,337,success,,0.01125
b62823b7-4eed-4934-a4c8-63f15396dc9e,2026-06-01T14:38:17+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,117,success,,0.0115
3e7a424f-2615-4a56-9bf3-2e7a55920c4b,2026-06-01T19:14:30+00:00,shipping_status,1.1.0,read,read,low,False,n/a,80,success,,0.00136
3e7a424f-2615-4a56-9bf3-2e7a55920c4b,2026-06-01T19:14:30+00:00,address_update,1.0.2,write,write,high,True,approved,331,success,,0.03011
4d6d50f0-480b-42ee-8e06-50b4d524ad4e,2026-06-01T16:15:11+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,129,success,,0.01181
d6821d40-5852-4fbc-8e25-fe7e4ba3e661,2026-06-01T15:39:00+00:00,order_lookup,1.3.0,read,read,low,False,n/a,373,success,,0.0016
798a60f9-9654-48a1-8765-e044e1e093e3,2026-06-01T00:53:23+00:00,shipping_status,1.1.0,read,read,low,False,n/a,356,success,,0.00129
798a60f9-9654-48a1-8765-e044e1e093e3,2026-06-01T00:53:23+00:00,order_lookup,1.3.0,read,read,low,False,n/a,267,success,,0.0016
93b34a7b-61bf-4733-ac75-2afccbed47a8,2026-06-01T13:10:08+00:00,order_lookup,1.3.0,read,read,low,False,n/a,192,success,,0.00136
93b34a7b-61bf-4733-ac75-2afccbed47a8,2026-06-01T13:10:08+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,436,success,,0.01346
253d107b-7652-4ed9-92e4-e0b72b7144cc,2026-06-01T03:29:19+00:00,shipping_status,1.1.0,read,read,low,False,n/a,584,success,,0.00161
253d107b-7652-4ed9-92e4-e0b72b7144cc,2026-06-01T03:29:19+00:00,address_update,1.0.2,write,write,high,True,approved,436,success,,0.03955
2fc452dc-9308-4873-a65d-650ad17a41e7,2026-06-01T15:55:19+00:00,shipping_status,1.1.0,read,read,low,False,n/a,226,success,,0.00128
92e5583d-9a19-48ce-acdb-d6566421c573,2026-06-01T15:46:25+00:00,refund_issue,2.0.0,write,write,high,True,approved,172,error,downstream_5xx,0.0
accd7338-67f4-4c9d-8604-e545887692f1,2026-06-01T07:10:08+00:00,shipping_status,1.1.0,read,read,low,False,n/a,249,success,,0.0017
6d34d505-986a-47c8-a152-2f950726d9ac,2026-06-01T14:28:02+00:00,order_lookup,1.3.0,read,read,low,False,n/a,437,success,,0.00139
6d34d505-986a-47c8-a152-2f950726d9ac,2026-06-01T14:28:02+00:00,order_lookup,1.3.0,read,read,low,False,n/a,192,success,,0.00169
2408a729-3b18-41cd-8dff-bf358bf53fdf,2026-06-01T19:21:20+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,164,success,,0.01165
36d02fbd-7c47-44c4-b2a3-84f43bcc4b4d,2026-06-01T17:57:50+00:00,order_lookup,1.3.0,read,read,low,False,n/a,412,success,,0.00154
36d02fbd-7c47-44c4-b2a3-84f43bcc4b4d,2026-06-01T17:57:50+00:00,order_lookup,1.3.0,read,read,low,False,n/a,361,success,,0.00134
c3faf91d-68bf-4011-b802-bffb6a524e94,2026-06-01T07:28:14+00:00,shipping_status,1.1.0,read,read,low,False,n/a,352,success,,0.00152
3925bbee-18c0-47c4-b71f-0db922e9d0e3,2026-06-01T02:56:34+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,266,error,downstream_5xx,0.0
3925bbee-18c0-47c4-b71f-0db922e9d0e3,2026-06-01T02:56:34+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,108,success,,0.01286
c0d6dd62-dd79-4f6b-830e-0fd492170bb2,2026-06-01T04:01:05+00:00,order_lookup,1.3.0,read,read,low,False,n/a,265,success,,0.00134
c0d6dd62-dd79-4f6b-830e-0fd492170bb2,2026-06-01T04:01:05+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,262,success,,0.01369
2c9488c2-2304-4133-88c6-68a8e01aa820,2026-06-01T23:21:31+00:00,shipping_status,1.1.0,read,read,low,False,n/a,387,success,,0.00166
2093950a-f909-4a5f-8974-164734814c92,2026-06-01T01:29:59+00:00,order_lookup,1.3.0,read,read,low,False,n/a,135,success,,0.00141
2093950a-f909-4a5f-8974-164734814c92,2026-06-01T01:29:59+00:00,address_update,1.0.2,write,write,high,True,approved,360,success,,0.03253
2093950a-f909-4a5f-8974-164734814c92,2026-06-01T01:29:59+00:00,order_lookup,1.3.0,read,read,low,False,n/a,273,success,,0.0013
25a99da2-a161-4e31-ae23-c949d32643a1,2026-06-01T19:54:14+00:00,address_update,1.0.2,write,write,high,True,approved,297,success,,0.03246
25a99da2-a161-4e31-ae23-c949d32643a1,2026-06-01T19:54:14+00:00,order_lookup,1.3.0,read,read,low,False,n/a,350,success,,0.00139
ef0f12e8-8f63-4dec-878d-7597bbe5b0a9,2026-06-01T18:19:48+00:00,shipping_status,1.1.0,read,read,low,False,n/a,346,success,,0.00155
ef0f12e8-8f63-4dec-878d-7597bbe5b0a9,2026-06-01T18:19:48+00:00,order_lookup,1.3.0,read,read,low,False,n/a,381,success,,0.00151
494faff7-7484-41b9-8743-422515b53305,2026-06-01T00:40:27+00:00,refund_issue,2.0.0,write,write,high,True,approved,284,success,,0.03235
f626be7e-c0e1-4a20-859a-21552ddac599,2026-06-01T21:35:00+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,262,error,schema_validation_error,0.0
f626be7e-c0e1-4a20-859a-21552ddac599,2026-06-01T21:35:00+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,238,success,,0.01052
1d336034-5ac1-457e-9b26-364009f97ae3,2026-06-01T15:59:49+00:00,order_lookup,1.3.0,read,read,low,False,n/a,415,success,,0.00153
4d942c47-eaba-472e-a12b-8ee95e27517f,2026-06-01T21:06:08+00:00,refund_issue,2.0.0,write,write,high,True,approved,225,success,,0.03412
44dfd592-9f1a-4789-a77f-ffb97f9955ad,2026-06-01T08:44:29+00:00,shipping_status,1.1.0,read,read,low,False,n/a,302,success,,0.00145
44dfd592-9f1a-4789-a77f-ffb97f9955ad,2026-06-01T08:44:29+00:00,order_lookup,1.3.0,read,read,low,False,n/a,435,success,,0.00141
44dfd592-9f1a-4789-a77f-ffb97f9955ad,2026-06-01T08:44:29+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,332,success,,0.0132
efdf6224-2501-4ce9-9318-569f5ee6e8ea,2026-06-01T23:40:46+00:00,refund_issue,2.0.0,write,write,high,True,approved,561,error,schema_validation_error,0.0
4264bdd3-c099-45fb-9ab3-752afc1dd5ea,2026-06-01T17:44:15+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,395,success,,0.01093
59ab6153-d285-44d2-a8b7-2b7df000c045,2026-06-01T01:25:24+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,420,success,,0.01141
59ab6153-d285-44d2-a8b7-2b7df000c045,2026-06-01T01:25:24+00:00,refund_issue,2.0.0,write,write,high,True,approved,357,success,,0.03049
daa10d93-0cf6-4a40-86f7-2b27bfaee73f,2026-06-01T15:16:16+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,399,success,,0.01111
daa10d93-0cf6-4a40-86f7-2b27bfaee73f,2026-06-01T15:16:16+00:00,order_lookup,1.3.0,read,read,low,False,n/a,322,success,,0.00129
daa10d93-0cf6-4a40-86f7-2b27bfaee73f,2026-06-01T15:16:16+00:00,address_update,1.0.2,write,write,high,True,approved,319,success,,0.0387
66a36b23-150f-434b-858a-37b3382cdc9f,2026-06-01T20:36:30+00:00,address_update,1.0.2,write,write,high,True,approved,234,success,,0.03189
66a36b23-150f-434b-858a-37b3382cdc9f,2026-06-01T20:36:30+00:00,refund_issue,2.0.0,write,write,high,True,approved,80,success,,0.03071
66a36b23-150f-434b-858a-37b3382cdc9f,2026-06-01T20:36:30+00:00,refund_issue,2.0.0,write,write,high,True,approved,425,success,,0.03282
31934c5c-57a3-43f3-9e61-7964c26c5bed,2026-06-01T11:05:38+00:00,order_lookup,1.3.0,read,read,low,False,n/a,412,error,downstream_5xx,0.0
31934c5c-57a3-43f3-9e61-7964c26c5bed,2026-06-01T11:05:38+00:00,address_update,1.0.2,write,write,high,True,approved,311,success,,0.03742
31934c5c-57a3-43f3-9e61-7964c26c5bed,2026-06-01T11:05:38+00:00,refund_issue,2.0.0,write,write,high,True,approved,376,success,,0.03843
10cfee72-2122-4497-8c5f-be62a5a094d9,2026-06-01T22:46:50+00:00,refund_issue,2.0.0,write,write,high,True,approved,384,success,,0.03518
10cfee72-2122-4497-8c5f-be62a5a094d9,2026-06-01T22:46:50+00:00,refund_issue,2.0.0,write,write,high,True,approved,333,success,,0.03327
10cfee72-2122-4497-8c5f-be62a5a094d9,2026-06-01T22:46:50+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,209,success,,0.01156
c91578ec-319c-46c2-b100-23aca693d242,2026-06-01T07:56:22+00:00,order_lookup,1.3.0,read,read,low,False,n/a,392,success,,0.00153
f1386fa3-2695-4795-9201-146b2828e940,2026-06-01T18:05:41+00:00,shipping_status,1.1.0,read,read,low,False,n/a,284,success,,0.00155
f87a3bb5-561a-4355-9b6a-cc57d8a310f1,2026-06-01T08:54:02+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,535,success,,0.0125
f87a3bb5-561a-4355-9b6a-cc57d8a310f1,2026-06-01T08:54:02+00:00,shipping_status,1.1.0,read,read,low,False,n/a,337,success,,0.00143
4c31311e-cb4c-40d3-98f0-710472746c89,2026-06-01T22:58:45+00:00,refund_issue,2.0.0,write,write,high,True,approved,81,success,,0.03219
1f856728-48d7-4c5a-ae44-690487b49444,2026-06-01T21:19:23+00:00,shipping_status,1.1.0,read,read,low,False,n/a,293,success,,0.0013
1f856728-48d7-4c5a-ae44-690487b49444,2026-06-01T21:19:23+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,331,success,,0.01109
622d391b-88f5-4afe-b9b5-3a6d76912007,2026-06-01T06:49:26+00:00,refund_issue,2.0.0,write,write,high,True,approved,459,success,,0.03984
622d391b-88f5-4afe-b9b5-3a6d76912007,2026-06-01T06:49:26+00:00,address_update,1.0.2,write,write,high,True,approved,242,success,,0.03253
d95f4151-2155-4f0d-8baf-a4163a60ec06,2026-06-01T15:17:54+00:00,refund_issue,2.0.0,write,write,high,True,approved,319,success,,0.03485
873e16c3-cbff-48dc-8468-2c9ca070ebd2,2026-06-01T09:36:18+00:00,order_lookup,1.3.0,read,read,low,False,n/a,297,success,,0.00129
160b0ad2-f103-40d3-b8cf-4a2254756bef,2026-06-01T16:37:29+00:00,order_lookup,1.3.0,read,read,low,False,n/a,296,success,,0.00141
160b0ad2-f103-40d3-b8cf-4a2254756bef,2026-06-01T16:37:29+00:00,refund_issue,2.0.0,write,write,high,True,approved,124,success,,0.03869
62c3d69a-9d63-4aa1-82ac-4307d620e992,2026-06-01T09:36:17+00:00,refund_issue,2.0.0,write,write,high,True,approved,392,success,,0.03597
6a408f84-6641-4677-b6b2-862df30ee0dd,2026-06-01T10:48:21+00:00,shipping_status,1.1.0,read,read,low,False,n/a,264,success,,0.00153
fdebc97f-0e3f-4524-85f0-2f73bcb0dabd,2026-06-01T13:37:43+00:00,refund_issue,2.0.0,write,write,high,True,approved,240,success,,0.03936
eeccba1d-03d0-432b-ab3d-54c9fc02d36a,2026-06-01T16:44:12+00:00,order_lookup,1.3.0,read,read,low,False,n/a,367,error,schema_validation_error,0.0
8f1b8bdb-efaf-4a0a-a113-d3644f1c0e7c,2026-06-01T00:27:44+00:00,refund_issue,2.0.0,write,write,high,True,approved,401,success,,0.03463
8f1b8bdb-efaf-4a0a-a113-d3644f1c0e7c,2026-06-01T00:27:44+00:00,address_update,1.0.2,write,write,high,True,approved,206,success,,0.0332
ac09ebee-71ed-49a3-9745-78bef4a25864,2026-06-01T01:46:26+00:00,address_update,1.0.2,write,write,high,True,approved,430,success,,0.03092
ac09ebee-71ed-49a3-9745-78bef4a25864,2026-06-01T01:46:26+00:00,address_update,1.0.2,write,write,high,True,approved,523,success,,0.03774
205b6e03-6b0d-4026-8337-2a609ae0fab4,2026-06-01T23:00:18+00:00,order_lookup,1.3.0,read,read,low,False,n/a,376,success,,0.00134
90479363-9d01-4a89-bd54-a55978b42daf,2026-06-01T16:24:59+00:00,order_lookup,1.3.0,read,read,low,False,n/a,309,error,schema_validation_error,0.0
1434d430-d106-4174-a5da-704449135630,2026-06-01T18:17:19+00:00,refund_issue,2.0.0,write,write,high,True,approved,273,success,,0.02986
1434d430-d106-4174-a5da-704449135630,2026-06-01T18:17:19+00:00,address_update,1.0.2,write,write,high,True,auto_approved_no_review,379,success,,0.03156
dac87721-52dc-4b4e-b4ff-20caeae1a73a,2026-06-01T04:05:10+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,353,success,,0.01239
dac87721-52dc-4b4e-b4ff-20caeae1a73a,2026-06-01T04:05:10+00:00,address_update,1.0.2,write,write,high,True,approved,289,success,,0.0301
007b8155-9908-4dfd-bb75-9fc953838631,2026-06-01T20:45:38+00:00,order_lookup,1.3.0,read,read,low,False,n/a,538,success,,0.00128
5bc5535e-9fad-4269-bfad-98da8bbc96a4,2026-06-01T01:03:29+00:00,loyalty_credit,1.4.0,write,write,medium,True,approved,393,success,,0.01249
