workflow_id,ml_app,service,env,version,use_case,business_unit,tenant,channel,risk_tier,user_hash,session_id,start_ts,outcome,total_latency_ms,total_cost_usd,llm_cost_usd,tool_cost_usd,retrieval_cost_usd,llm_call_count,tool_call_count,step_count,loop_count
52b119ee-8d9e-4c8b-a201-1209b7079f64,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_c,ivr_handoff,medium,0164fb8557f9,caf29bb5-d362-48a8-a271-2d0759026da5,2026-06-01T01:23:36+00:00,resolved,1070,0.03544,0.00021,0.03471,0.00052,1,1,6,0
b2237e9e-522b-4c7f-94bb-ff80fc7bc3a8,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_b,ivr_handoff,medium,257b0577c4f4,7d00acb5-2a32-45ee-8398-1212d69832cc,2026-06-01T00:08:19+00:00,resolved,1734,0.01516,0.00033,0.01414,0.00069,1,2,7,0
6ce23d23-d894-4170-a879-fd5a41a05fe9,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_b,mobile_app,medium,0734352abfe7,e21a0820-d04e-4a15-b33e-0320f6ab9bae,2026-06-01T09:51:25+00:00,resolved,2057,0.03927,0.00038,0.03818,0.00071,1,1,6,0
03a98d03-a2fb-4b0f-9e6e-0a067e44366e,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_b,mobile_app,low,e98fe36d0317,b2cada43-e860-47c1-9061-806550a30b00,2026-06-01T07:14:12+00:00,resolved,1475,0.0007,0.00022,0.0,0.00048,1,0,5,0
4e1eefce-2a4f-4837-a226-1e7ae21120a7,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_b,web_chat,medium,afcdf6576e3e,663cb833-1f54-4d48-a873-586ff9389083,2026-06-01T01:05:25+00:00,resolved,1696,0.00187,0.00022,0.00128,0.00037,1,1,6,0
3c4d3d38-f0a9-4b8f-a9e2-2adabf8dd9a7,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_b,web_chat,high,e25ad792045e,d27a90cd-8f3a-43c3-9d74-bae375c1cc82,2026-06-01T05:56:57+00:00,resolved,2307,0.06302,0.00037,0.06178,0.00087,1,3,8,0
b34b0ab3-ec71-40d7-918d-c9b97f33d85f,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_a,mobile_app,medium,b39ec3de8935,961f20ba-8051-4985-acda-cc04081b2012,2026-06-01T11:32:18+00:00,escalated_human,2228,0.03564,0.00053,0.03431,0.0008,2,2,8,1
d17e989a-0931-4e91-abc7-a3c463b1d536,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_c,web_chat,high,99aa885e430b,1745b5e1-747e-4e85-886a-0ae68f0aded9,2026-06-01T04:58:38+00:00,resolved,1676,0.01187,0.00039,0.01115,0.00033,1,1,6,0
9a676066-c837-402c-8065-57d927a9a5ac,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_b,mobile_app,medium,4b68a61369dd,509f3c1c-e324-44a2-a088-5a6d72afdfa5,2026-06-01T14:41:49+00:00,resolved,2451,0.03743,0.00013,0.0368,0.0005,1,2,7,0
42f54cd5-9124-4e1a-a019-b8bb31d56645,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_c,web_chat,medium,857d04b0a5b1,3b707ab1-f4e1-4341-803e-6b7638e6c86a,2026-06-01T23:18:34+00:00,resolved,1310,0.03264,0.00026,0.03154,0.00084,1,1,6,0
27a71bbc-7a6a-4207-91c7-9b5dd9d93783,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_c,mobile_app,medium,be6e8f5c54ac,1f0b00ad-2615-4b0f-8d65-3e5cd8904567,2026-06-01T22:35:29+00:00,resolved,2861,0.08016,0.00037,0.07904,0.00075,2,3,9,1
1988ce6d-a9f9-4ec2-9158-3f4a07352d5a,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_b,web_chat,high,644741c46cf5,36d94925-a49a-40cd-8030-c06804c6254a,2026-06-01T16:35:48+00:00,resolved,2125,0.00343,0.00021,0.00282,0.0004,1,2,7,0
946ecb75-984a-4230-9832-40a6c92684b5,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_b,mobile_app,low,9e7780388b5d,216d9cc3-3642-42db-a1e8-23d5be6faf7a,2026-06-01T19:46:41+00:00,resolved,708,0.00093,0.00026,0.0,0.00067,1,0,5,0
8101d99e-ef47-44ab-8f8d-c0dd6804ebd8,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_a,mobile_app,medium,f0446841ed34,4069894e-0183-4fef-a4aa-debd57a23b77,2026-06-01T04:41:14+00:00,resolved,1747,0.03082,0.00036,0.03006,0.0004,1,1,6,0
ed213770-8f12-4907-9cec-d265ff73ed2a,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_c,web_chat,medium,a3aad5c4a61b,e5b111b0-840d-4a10-b526-6833568961d2,2026-06-01T09:22:45+00:00,resolved,1772,0.03286,0.00035,0.03162,0.00089,1,1,6,0
2afe0f0c-4ffa-4fcf-b7ac-c8f387d3f843,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_c,mobile_app,medium,390b0e1ea315,d06a23f5-58c7-4c55-868b-f5faba5c415f,2026-06-01T09:36:32+00:00,resolved,1426,0.0251,0.00028,0.02399,0.00083,1,2,7,0
800d395a-1bbb-430a-9056-59a59942ad4f,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_c,web_chat,medium,6c1abf7ae4d0,d126aec9-024e-4fe5-83d3-ae0c2b6d32c4,2026-06-01T20:10:46+00:00,resolved,2391,0.01656,0.00023,0.01595,0.00038,1,3,8,0
bb5216ff-07de-4828-962e-21832d763930,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_b,web_chat,medium,8ec5e3b0252e,9955d144-ba9a-4610-9851-795ff354a466,2026-06-01T10:54:57+00:00,resolved,1906,0.00235,0.00021,0.00153,0.00061,1,1,6,0
7eb28f4b-ead8-428c-9350-b5cefb5ec28d,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_b,mobile_app,medium,fb1daee9a45a,dbce2e2d-dd26-4a68-b4e6-37f8263302dd,2026-06-01T06:27:30+00:00,resolved,1846,0.07368,0.00039,0.07267,0.00062,1,2,7,0
6822cbbf-faf5-47ef-91f3-e072231db134,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_a,ivr_handoff,medium,eaa97dbddf7a,7be4c58c-41d2-44ac-a4ae-e5db35efc031,2026-06-01T17:32:16+00:00,resolved,1109,0.00357,9e-05,0.00305,0.00043,1,2,7,0
fde36178-0880-4715-a22c-873e35c7c5aa,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_b,mobile_app,medium,5e0bd7509cb1,a88bf0a6-5d2e-4ffd-983b-f9ec4efc93cd,2026-06-01T02:50:27+00:00,resolved,1416,0.01328,0.00031,0.01238,0.00059,1,1,6,0
8bca42c2-1133-4008-b529-d9f42704fdb6,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_b,web_chat,medium,64dbd0c52f2c,295da2ed-50cf-4595-8cd6-7833971a9565,2026-06-01T21:26:35+00:00,resolved,2678,0.00567,0.00028,0.00468,0.00071,1,3,8,0
702d7146-3ab5-4d16-8fd9-846dd707a61e,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_a,web_chat,medium,1ba0989956ab,6d426efd-dc0c-4eed-98a5-e54efe9f08dc,2026-06-01T10:33:46+00:00,escalated_human,1523,0.04833,0.0003,0.04724,0.00079,1,2,7,0
47008bca-7056-4e17-aaab-7a911807eb21,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_c,web_chat,low,d36be8b03bbc,70030cff-fbc6-47c4-aaa0-70e8cc1fae1b,2026-06-01T14:31:07+00:00,resolved,601,0.00124,0.00036,0.0,0.00088,1,0,5,0
fdbed112-1d1d-4873-9c1b-25ec486362ba,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_b,mobile_app,medium,b72ef397eb2a,6262031e-6ca9-43a9-9c03-aecefdd1de68,2026-06-01T14:13:11+00:00,resolved,2512,0.00255,0.00027,0.00168,0.0006,1,3,8,0
c1f701b6-3d20-4915-aa59-7d005eed4730,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_c,web_chat,high,bf5ae7f6d837,0c689b4a-6417-459f-8b33-aea20395fe0a,2026-06-01T21:09:00+00:00,resolved,1265,0.03455,0.00023,0.03378,0.00054,1,1,6,0
5f865c24-af30-4c93-8d6b-cc513f2fb6c7,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_b,mobile_app,medium,b4d3bc5bb2b5,4101ed6c-bbfc-4c24-90b6-6ff27cc6607e,2026-06-01T07:54:27+00:00,resolved,1788,0.03918,0.00035,0.03843,0.0004,1,2,7,0
9f15e9ef-18d1-43cb-9df5-f51eee3b3421,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_c,mobile_app,medium,ca683dc2a639,f281e87c-6655-4896-9595-466b30e98376,2026-06-01T03:15:42+00:00,resolved,1923,0.01177,0.0003,0.01093,0.00054,1,1,6,0
f9cef6cc-fe29-42a5-8766-6643abd7da38,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_c,web_chat,high,e5e1edb5a80c,292a3724-5868-4ff3-a0b2-85bce4fe4931,2026-06-01T03:56:58+00:00,failed,1691,0.00241,0.00029,0.00168,0.00044,1,2,7,0
b92f1dca-8d81-4408-a041-9987a561b45b,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_a,web_chat,medium,fcd188effe7a,758482bd-50e0-48d1-a65d-821a8506faf9,2026-06-01T21:32:56+00:00,resolved,3073,0.04673,0.00036,0.04547,0.0009,1,3,8,0
a7a46c16-e40e-4e68-be8a-a361eb04cdbb,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_a,web_chat,medium,2d0973156e25,4888c050-7340-4250-b52c-36af24960282,2026-06-01T18:24:57+00:00,resolved,1216,0.03732,0.00025,0.03638,0.00069,1,1,6,0
16ab87a6-aa37-4777-a355-beff35ede34e,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_a,web_chat,medium,898a27835bbb,a8ccb026-b255-43ab-827a-f4d38e7ee48a,2026-06-01T20:37:46+00:00,resolved,1819,0.00242,0.00025,0.00171,0.00046,1,1,6,0
1f3a51cf-9198-4dbe-b9bb-a0e7acf96168,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_b,web_chat,low,437ec88cb0c8,a20e8d5a-8926-46e8-b15a-909f25c81828,2026-06-01T07:35:56+00:00,resolved,1164,0.00059,0.00021,0.0,0.00038,1,0,5,0
16b5b2b7-4add-4490-be29-7233a650556b,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_c,mobile_app,medium,52e2414ac39d,5b6d0ddf-cc5b-41b5-b8b1-d3b0e2b18e35,2026-06-01T21:03:00+00:00,resolved,2092,0.00555,0.00035,0.00449,0.00071,1,3,8,0
d4a10840-bf16-44b0-8b40-54ca0171939b,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_b,web_chat,medium,c49e93148420,2c8691ac-7870-4a62-862e-cfca47c4572c,2026-06-01T06:14:37+00:00,resolved,2132,0.10274,0.00028,0.10208,0.00038,1,3,8,0
ff8b5dd3-f910-4062-84c2-cfe7f925da8f,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_a,mobile_app,medium,0f1abeafb8e5,eadaa095-1648-457a-8191-926bb7fbf021,2026-06-01T06:14:02+00:00,escalated_human,1790,0.03948,0.00024,0.03892,0.00032,1,2,7,0
c710b19f-be54-40e7-9eb6-53919aa74c97,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_c,mobile_app,medium,f7b561db61df,60b745bd-0077-42bc-8754-2e63acb87cfd,2026-06-01T08:39:27+00:00,resolved,1546,0.03664,0.00026,0.0355,0.00088,1,2,7,0
fa1a3775-6c13-46bc-b8c2-4d87b9569886,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_a,web_chat,high,385371513af3,6e72e47f-a3c6-4fe6-ac0b-d18252220d34,2026-06-01T11:35:42+00:00,resolved,2366,0.00376,0.00027,0.00297,0.00052,1,2,7,0
7aa1f0c5-1b3f-4c7c-b018-670600d3a731,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_b,mobile_app,high,6cc6b06c3f1c,13769559-54a6-4c06-baf6-825375245897,2026-06-01T08:44:10+00:00,resolved,2122,0.04744,0.00042,0.04637,0.00065,1,2,7,0
380ebf81-1d9f-4687-bad6-620e4967b028,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_b,mobile_app,medium,69aecfc93a55,d73eb523-d706-40f8-99e0-4a1daa7f064d,2026-06-01T09:34:53+00:00,resolved,1911,0.00273,0.0003,0.0016,0.00083,1,1,6,0
c2dbc671-f5c2-4f27-9bbb-c875d9c7ab9e,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_c,web_chat,low,f3de3baeb844,d87d5a45-127d-49ef-b234-c06efb46cf7a,2026-06-01T06:21:44+00:00,resolved,1440,0.00083,0.00018,0.0,0.00065,1,0,5,0
e1e5f807-a39d-4478-b78a-d8dcc61c1588,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_c,web_chat,medium,5d9acdf4f85a,fd956a31-d0cd-43b4-9a55-9ebbb6539ece,2026-06-01T02:55:33+00:00,resolved,2204,0.0572,0.00033,0.05651,0.00036,1,3,8,0
56587ff8-ee0d-4e13-bee9-279c5709cbc8,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_a,mobile_app,medium,f3fbb5d1bbfd,d31e890e-f793-4b60-b5aa-cacd93d76735,2026-06-01T05:18:57+00:00,resolved,3117,0.05392,0.00035,0.05282,0.00075,1,3,8,0
2a3fde34-64e2-44d3-bc8b-fa994ff93cc6,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_c,web_chat,medium,58192d122f08,32ec5fe0-992a-429c-bc02-226e2fe56e70,2026-06-01T03:00:08+00:00,resolved,1377,0.00086,0.00026,0.0,0.0006,1,1,6,0
e609eb0a-a1b7-48b5-8480-44d3e9c2da33,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_b,web_chat,medium,5bc15304e74b,c6a45476-1495-433b-aa54-5552e8fdfc80,2026-06-01T02:36:53+00:00,resolved,2190,0.06728,0.00026,0.06641,0.00061,1,2,7,0
3e9c80cc-0361-41ab-8348-50c15ecde127,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_c,ivr_handoff,high,b1ba55f1f1b1,f7cd3ce0-8883-45f4-bb83-48c022605763,2026-06-01T11:13:29+00:00,blocked_policy,149,0.0,0.0,0.0,0.0,0,0,1,0
ec51d24d-9401-43e5-ad04-c502bd348dbe,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_a,mobile_app,medium,2f1028cd5726,d49514c3-3333-4f9d-9c7f-9a762cb7d1a4,2026-06-01T17:37:03+00:00,resolved,1137,0.05255,0.0004,0.05136,0.00079,1,2,7,0
04ee8e9f-a22b-4b8a-b5b4-29bb1a7076e1,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_c,mobile_app,medium,cbee3256355e,b10db701-f1ff-400b-8ae3-6a7e1e18b16f,2026-06-01T14:38:17+00:00,resolved,1189,0.01227,0.00032,0.0115,0.00045,1,1,6,0
94fa06e2-c01f-4279-9b82-9c790e4e096c,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_b,web_chat,medium,bfd72f407fa8,e7bc9532-a39b-4a94-a48c-7325f4aabc86,2026-06-01T19:14:30+00:00,resolved,2012,0.03223,0.00037,0.03147,0.00039,1,2,7,0
b93b3b84-87a6-4401-89b1-09e7e4e3e903,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_c,ivr_handoff,medium,638361a3af32,4c630553-368c-45dc-acd5-692eb744cd55,2026-06-01T16:15:11+00:00,resolved,1427,0.01269,0.00012,0.01181,0.00076,1,1,6,0
13461606-9b57-4806-8db1-b9ce4cbe64e1,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_b,web_chat,low,576589f1ca54,0f6ba59b-eca2-487a-9207-be64fc4a404a,2026-06-01T23:28:26+00:00,resolved,457,0.00115,0.0004,0.0,0.00075,1,0,5,0
13fc28f7-da10-43e5-8a73-6508560a7b79,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_b,mobile_app,high,53d96a6dea2f,5046847b-873f-4c74-8f8d-a1814623e8ee,2026-06-01T15:39:00+00:00,resolved,1313,0.00234,0.00023,0.0016,0.00051,1,1,6,0
382071bf-9555-4b16-affc-6a6402052571,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_a,mobile_app,medium,df5ca4b16348,a3573dea-18fb-44a7-9047-39a564f2b6dd,2026-06-01T00:53:23+00:00,resolved,1714,0.0041,0.00038,0.00289,0.00083,1,2,7,0
6a24581e-8c52-461f-8b60-53768984344a,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_c,web_chat,medium,244ccb25e567,d26ad47b-3006-4dc9-91dd-45856ac99dfe,2026-06-01T13:10:08+00:00,resolved,2062,0.0156,0.00012,0.01482,0.00066,1,2,7,0
29a580ff-ebfa-4cb4-996e-e835111b89b5,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_c,mobile_app,low,a564b9346fac,14935f24-3c9b-455b-bcbc-03403f439a5e,2026-06-01T21:54:52+00:00,resolved,1620,0.00066,0.00024,0.0,0.00042,1,0,5,0
4ec8a9b9-5354-4a91-b039-b2e2976cdc82,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_b,web_chat,low,a37ac58f4fcd,07a63406-a8f6-4096-91bb-4c52309fbd4f,2026-06-01T22:32:29+00:00,blocked_policy,1052,0.0011,0.00026,0.0,0.00084,1,0,5,0
8bff001e-94ac-4bc2-9fa3-a1edbcd322b1,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_c,web_chat,medium,ab33df89162c,351690d5-99c9-411a-9495-c157754d860b,2026-06-01T03:29:19+00:00,resolved,2417,0.04184,0.00025,0.04116,0.00043,1,2,7,0
7907b5e9-72b1-4444-8216-ba1a9a359046,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_a,web_chat,low,9ee03ae00997,d1b0205b-91ce-4239-b618-2880e29f7fe7,2026-06-01T05:48:08+00:00,resolved,1354,0.00118,0.00044,0.0,0.00074,1,0,5,0
503213e8-e703-4a19-bfd3-e1fe146a1517,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_c,ivr_handoff,medium,06c02a26c668,c6de1b26-d9aa-40d6-8da2-00427412e7c9,2026-06-01T15:55:19+00:00,resolved,1857,0.00206,0.00037,0.00128,0.00041,1,1,6,0
6284eda5-eb85-4be0-b086-4da526319ff1,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_a,web_chat,high,4caa22f84c7c,6667bbaa-95e3-4baa-930d-20e79dc28bc6,2026-06-01T15:46:25+00:00,failed,1773,0.00109,0.00024,0.0,0.00085,1,1,6,0
d87895bc-4c52-4e4c-b250-d5d4e00dcf12,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_b,web_chat,medium,a4cde94372db,05c714e7-5927-4909-83e2-26968c76fea9,2026-06-01T07:10:08+00:00,resolved,1861,0.0025,0.00012,0.0017,0.00068,1,1,6,0
0c221136-33b9-4d81-ba75-50e6658d8622,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_c,mobile_app,low,a5da09e3b3f1,92a1da1b-7288-4838-8853-23990871483c,2026-06-01T20:07:58+00:00,resolved,1260,0.0007,0.00023,0.0,0.00047,1,0,5,0
6cdae29c-fc79-4d97-bca9-877a02048f37,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_b,web_chat,medium,89a9555704cf,77d61bdb-b19f-4287-aeea-049944750f00,2026-06-01T14:28:02+00:00,resolved,1814,0.00421,0.00025,0.00308,0.00088,1,2,7,0
be90d19f-0d2d-41c8-b9e3-796e65b8fba3,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_b,web_chat,high,bb5cb159f2d5,29113736-fadc-4e18-b2cd-e66277af2be3,2026-06-01T19:21:20+00:00,resolved,1778,0.01252,0.00042,0.01165,0.00045,1,1,6,0
86668611-b512-4c1b-bd82-19755a6615ef,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_b,mobile_app,medium,a1e3cb373ad6,9645dfca-7ee2-4390-8180-67d1d85236a2,2026-06-01T17:57:50+00:00,resolved,1799,0.00406,0.00028,0.00288,0.0009,1,2,7,0
23c57d64-fe94-48c0-920b-4773886c2e79,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_a,web_chat,medium,956c85174e4a,fbe0341c-a418-4bef-ae21-db563eccb631,2026-06-01T07:28:14+00:00,resolved,1301,0.00235,0.00037,0.00152,0.00046,1,1,6,0
464fa42d-3465-458e-918d-d6f47185d4f2,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_a,web_chat,medium,8b541b7dbd1f,44a7058b-06f6-406c-aad2-a17abc9db9fb,2026-06-01T02:56:34+00:00,resolved,1687,0.0136,0.00024,0.01286,0.0005,1,2,7,0
6a9a28e0-18b9-4946-ac88-9af45c90e910,retail-support-agent,support-agent-orchestrator,production,2.4.1,order_support_returns_assistant,Retail Customer Care,brand_a,mobile_app,medium,0e9f0251e2b5,9153e038-ecdd-425c-b6e0-f985e3fac704,2026-06-01T04:01:05+00:00,resolved,1422,0.01626,0.00036,0.01503,0.00087,1,2,7,0
