workflow_id,ts,policy_name,policy_version,evaluator,score,threshold,allow_block_escalate,reason_code,reviewer_id
90450e07-3d58-490e-9b5d-e19bd556c470,2026-06-01T13:30:44+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.092,0.75,allow,,
90450e07-3d58-490e-9b5d-e19bd556c470,2026-06-01T13:30:44+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.08,0.8,allow,,
90450e07-3d58-490e-9b5d-e19bd556c470,2026-06-01T13:30:44+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.02,0.6,allow,,
528fae24-2e9a-4eef-b349-93531a1025a7,2026-06-01T13:51:59+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.141,0.75,allow,,
528fae24-2e9a-4eef-b349-93531a1025a7,2026-06-01T13:51:59+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.101,0.8,allow,,
528fae24-2e9a-4eef-b349-93531a1025a7,2026-06-01T13:51:59+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.007,0.6,allow,,
0bb50b2a-0241-4de5-9d88-c834f922a943,2026-06-01T09:54:32+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.057,0.75,allow,,
0bb50b2a-0241-4de5-9d88-c834f922a943,2026-06-01T09:54:32+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.127,0.8,allow,,
0bb50b2a-0241-4de5-9d88-c834f922a943,2026-06-01T09:54:32+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.055,0.6,allow,,
7df510d5-a50a-4744-a4d9-39c0f77951f9,2026-06-01T15:54:31+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.131,0.75,allow,,
7df510d5-a50a-4744-a4d9-39c0f77951f9,2026-06-01T15:54:31+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.198,0.8,allow,,
7df510d5-a50a-4744-a4d9-39c0f77951f9,2026-06-01T15:54:31+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.008,0.6,allow,,
4e67ec14-89cd-4e16-af7c-6650ba951781,2026-06-01T18:23:06+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.107,0.75,allow,,
4e67ec14-89cd-4e16-af7c-6650ba951781,2026-06-01T18:23:06+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.003,0.8,allow,,
4e67ec14-89cd-4e16-af7c-6650ba951781,2026-06-01T18:23:06+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.042,0.6,allow,,
aea546d6-f616-41f0-84c0-bac88d518680,2026-06-01T16:39:13+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.072,0.75,allow,,
aea546d6-f616-41f0-84c0-bac88d518680,2026-06-01T16:39:13+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.122,0.8,allow,,
aea546d6-f616-41f0-84c0-bac88d518680,2026-06-01T16:39:13+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.071,0.6,allow,,
7da67ae4-2e13-43e8-82b2-a48a9e1b9929,2026-06-01T01:23:36+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.149,0.75,allow,,
7da67ae4-2e13-43e8-82b2-a48a9e1b9929,2026-06-01T01:23:36+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.144,0.8,allow,,
7da67ae4-2e13-43e8-82b2-a48a9e1b9929,2026-06-01T01:23:36+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.029,0.6,allow,,
c418758d-0542-4a26-8842-1cc802fb83cf,2026-06-01T00:08:19+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.06,0.75,allow,,
c418758d-0542-4a26-8842-1cc802fb83cf,2026-06-01T00:08:19+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.034,0.8,allow,,
c418758d-0542-4a26-8842-1cc802fb83cf,2026-06-01T00:08:19+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.064,0.6,allow,,
29fa26e2-df33-4dc9-b9e1-2bf32a185325,2026-06-01T09:51:25+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.009,0.75,allow,,
29fa26e2-df33-4dc9-b9e1-2bf32a185325,2026-06-01T09:51:25+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.036,0.8,allow,,
29fa26e2-df33-4dc9-b9e1-2bf32a185325,2026-06-01T09:51:25+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.024,0.6,allow,,
a3924d23-f047-47e7-a019-9b8952377387,2026-06-01T07:14:12+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.091,0.75,allow,,
a3924d23-f047-47e7-a019-9b8952377387,2026-06-01T07:14:12+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.182,0.8,allow,,
a3924d23-f047-47e7-a019-9b8952377387,2026-06-01T07:14:12+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.069,0.6,allow,,
27c1b538-d8b2-41df-893b-d80f0ed373d7,2026-06-01T01:05:25+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.04,0.75,allow,,
27c1b538-d8b2-41df-893b-d80f0ed373d7,2026-06-01T01:05:25+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.042,0.8,allow,,
27c1b538-d8b2-41df-893b-d80f0ed373d7,2026-06-01T01:05:25+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.019,0.6,allow,,
54c681b3-145b-4458-9614-748acd390d6e,2026-06-01T05:56:57+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.118,0.75,allow,,
54c681b3-145b-4458-9614-748acd390d6e,2026-06-01T05:56:57+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.018,0.8,allow,,
54c681b3-145b-4458-9614-748acd390d6e,2026-06-01T05:56:57+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.089,0.6,allow,,
27924288-c074-4d7a-97e2-b4f524d532bd,2026-06-01T11:32:18+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.128,0.75,allow,,
27924288-c074-4d7a-97e2-b4f524d532bd,2026-06-01T11:32:18+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.146,0.8,allow,,
27924288-c074-4d7a-97e2-b4f524d532bd,2026-06-01T11:32:18+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.063,0.6,allow,,
a4bd65fb-7cba-4ca5-b54a-efb7db46a978,2026-06-01T04:58:38+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.143,0.75,allow,,
a4bd65fb-7cba-4ca5-b54a-efb7db46a978,2026-06-01T04:58:38+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.186,0.8,allow,,
a4bd65fb-7cba-4ca5-b54a-efb7db46a978,2026-06-01T04:58:38+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.019,0.6,allow,,
c4ee7e8c-710c-4777-93d7-73e826f501bf,2026-06-01T14:41:49+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.001,0.75,allow,,
c4ee7e8c-710c-4777-93d7-73e826f501bf,2026-06-01T14:41:49+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.007,0.8,allow,,
c4ee7e8c-710c-4777-93d7-73e826f501bf,2026-06-01T14:41:49+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.076,0.6,allow,,
993e92e3-c3cc-4279-93bd-af159bee4d55,2026-06-01T23:18:34+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.074,0.75,allow,,
993e92e3-c3cc-4279-93bd-af159bee4d55,2026-06-01T23:18:34+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.171,0.8,allow,,
993e92e3-c3cc-4279-93bd-af159bee4d55,2026-06-01T23:18:34+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.012,0.6,allow,,
a9b1b16c-e47b-4f9d-a2c5-5b48f22c3f54,2026-06-01T22:35:29+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.058,0.75,allow,,
a9b1b16c-e47b-4f9d-a2c5-5b48f22c3f54,2026-06-01T22:35:29+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.064,0.8,allow,,
a9b1b16c-e47b-4f9d-a2c5-5b48f22c3f54,2026-06-01T22:35:29+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.085,0.6,allow,,
fbd1a24d-9f33-47fd-96c0-116ee790d6c9,2026-06-01T16:35:48+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.149,0.75,allow,,
fbd1a24d-9f33-47fd-96c0-116ee790d6c9,2026-06-01T16:35:48+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.177,0.8,allow,,
fbd1a24d-9f33-47fd-96c0-116ee790d6c9,2026-06-01T16:35:48+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.044,0.6,allow,,
c9a961de-93fe-4a1a-9c78-51f4912b8a18,2026-06-01T19:46:41+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.124,0.75,allow,,
c9a961de-93fe-4a1a-9c78-51f4912b8a18,2026-06-01T19:46:41+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.133,0.8,allow,,
c9a961de-93fe-4a1a-9c78-51f4912b8a18,2026-06-01T19:46:41+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.075,0.6,allow,,
06fa3876-de64-434f-a232-d596919601e4,2026-06-01T04:41:14+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.111,0.75,allow,,
06fa3876-de64-434f-a232-d596919601e4,2026-06-01T04:41:14+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.199,0.8,allow,,
06fa3876-de64-434f-a232-d596919601e4,2026-06-01T04:41:14+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.072,0.6,allow,,
4357a6e0-9718-4470-bdfa-bc6872c9c44c,2026-06-01T09:22:45+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.035,0.75,allow,,
4357a6e0-9718-4470-bdfa-bc6872c9c44c,2026-06-01T09:22:45+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.025,0.8,allow,,
4357a6e0-9718-4470-bdfa-bc6872c9c44c,2026-06-01T09:22:45+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.021,0.6,allow,,
038dcc5b-3d36-436d-9e64-e1d14d94f489,2026-06-01T09:36:32+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.012,0.75,allow,,
038dcc5b-3d36-436d-9e64-e1d14d94f489,2026-06-01T09:36:32+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.063,0.8,allow,,
038dcc5b-3d36-436d-9e64-e1d14d94f489,2026-06-01T09:36:32+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.047,0.6,allow,,
8a73ecdd-9fd9-462c-94fa-159419a7486b,2026-06-01T20:10:46+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.039,0.75,allow,,
8a73ecdd-9fd9-462c-94fa-159419a7486b,2026-06-01T20:10:46+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.062,0.8,allow,,
8a73ecdd-9fd9-462c-94fa-159419a7486b,2026-06-01T20:10:46+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.037,0.6,allow,,
d113650a-461c-41f5-a638-d2af795d2129,2026-06-01T10:54:57+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.102,0.75,allow,,
d113650a-461c-41f5-a638-d2af795d2129,2026-06-01T10:54:57+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.09,0.8,allow,,
d113650a-461c-41f5-a638-d2af795d2129,2026-06-01T10:54:57+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.053,0.6,allow,,
0820ae1b-0f2f-45fa-932c-fa23e9d5e29f,2026-06-01T06:27:30+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.017,0.75,allow,,
0820ae1b-0f2f-45fa-932c-fa23e9d5e29f,2026-06-01T06:27:30+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.125,0.8,allow,,
0820ae1b-0f2f-45fa-932c-fa23e9d5e29f,2026-06-01T06:27:30+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.002,0.6,allow,,
d014b730-662a-49f7-905d-f56bd6b9c0ab,2026-06-01T17:32:16+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.077,0.75,allow,,
d014b730-662a-49f7-905d-f56bd6b9c0ab,2026-06-01T17:32:16+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.147,0.8,allow,,
d014b730-662a-49f7-905d-f56bd6b9c0ab,2026-06-01T17:32:16+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.043,0.6,allow,,
8e5b261b-c3a5-4cc7-8f8b-4f088ab48f5a,2026-06-01T02:50:27+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.058,0.75,allow,,
8e5b261b-c3a5-4cc7-8f8b-4f088ab48f5a,2026-06-01T02:50:27+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.157,0.8,allow,,
8e5b261b-c3a5-4cc7-8f8b-4f088ab48f5a,2026-06-01T02:50:27+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.088,0.6,allow,,
a3f2e000-5aa0-451c-806b-0d4ea404912f,2026-06-01T21:26:35+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.06,0.75,allow,,
a3f2e000-5aa0-451c-806b-0d4ea404912f,2026-06-01T21:26:35+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.107,0.8,allow,,
a3f2e000-5aa0-451c-806b-0d4ea404912f,2026-06-01T21:26:35+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.053,0.6,allow,,
c1612938-98fb-4d9e-9538-6b1026dc5395,2026-06-01T10:33:46+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.039,0.75,allow,,
c1612938-98fb-4d9e-9538-6b1026dc5395,2026-06-01T10:33:46+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.003,0.8,allow,,
c1612938-98fb-4d9e-9538-6b1026dc5395,2026-06-01T10:33:46+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.058,0.6,allow,,
d834be58-35e0-4805-ad92-e0d9e01d1c5a,2026-06-01T14:31:07+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.143,0.75,allow,,
d834be58-35e0-4805-ad92-e0d9e01d1c5a,2026-06-01T14:31:07+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.011,0.8,allow,,
d834be58-35e0-4805-ad92-e0d9e01d1c5a,2026-06-01T14:31:07+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.078,0.6,allow,,
af2f5e66-ccd0-48e7-bcc2-df7b56bf25f9,2026-06-01T14:13:11+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.053,0.75,allow,,
af2f5e66-ccd0-48e7-bcc2-df7b56bf25f9,2026-06-01T14:13:11+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.167,0.8,allow,,
af2f5e66-ccd0-48e7-bcc2-df7b56bf25f9,2026-06-01T14:13:11+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.015,0.6,allow,,
6006a819-ca54-4079-b06d-85e19db150a5,2026-06-01T21:09:00+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.072,0.75,allow,,
6006a819-ca54-4079-b06d-85e19db150a5,2026-06-01T21:09:00+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.112,0.8,allow,,
6006a819-ca54-4079-b06d-85e19db150a5,2026-06-01T21:09:00+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.062,0.6,allow,,
947184ca-767c-4c8c-83da-959bf24cd2fd,2026-06-01T07:54:27+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.071,0.75,allow,,
947184ca-767c-4c8c-83da-959bf24cd2fd,2026-06-01T07:54:27+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.19,0.8,allow,,
947184ca-767c-4c8c-83da-959bf24cd2fd,2026-06-01T07:54:27+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.013,0.6,allow,,
86438ecf-ad0e-4feb-844a-f1eb72a93acf,2026-06-01T03:15:42+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.077,0.75,allow,,
86438ecf-ad0e-4feb-844a-f1eb72a93acf,2026-06-01T03:15:42+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.128,0.8,allow,,
86438ecf-ad0e-4feb-844a-f1eb72a93acf,2026-06-01T03:15:42+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.011,0.6,allow,,
c9c2f47c-005e-4a89-91f5-5b726f7f89b5,2026-06-01T03:56:58+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.012,0.75,allow,,
c9c2f47c-005e-4a89-91f5-5b726f7f89b5,2026-06-01T03:56:58+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.033,0.8,allow,,
c9c2f47c-005e-4a89-91f5-5b726f7f89b5,2026-06-01T03:56:58+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.004,0.6,allow,,
86e36766-bf09-4596-b30d-82783c5e790e,2026-06-01T21:32:56+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.004,0.75,allow,,
86e36766-bf09-4596-b30d-82783c5e790e,2026-06-01T21:32:56+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.198,0.8,allow,,
86e36766-bf09-4596-b30d-82783c5e790e,2026-06-01T21:32:56+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.071,0.6,allow,,
ba57dcc1-bf0a-44ba-a7a4-ccf765e9b1cb,2026-06-01T18:24:57+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.148,0.75,allow,,
ba57dcc1-bf0a-44ba-a7a4-ccf765e9b1cb,2026-06-01T18:24:57+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.196,0.8,allow,,
ba57dcc1-bf0a-44ba-a7a4-ccf765e9b1cb,2026-06-01T18:24:57+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.014,0.6,allow,,
89dc9ffc-0251-4850-9634-899f22299b49,2026-06-01T20:37:46+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.124,0.75,allow,,
89dc9ffc-0251-4850-9634-899f22299b49,2026-06-01T20:37:46+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.067,0.8,allow,,
89dc9ffc-0251-4850-9634-899f22299b49,2026-06-01T20:37:46+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.079,0.6,allow,,
d43bfec8-55d9-455a-b801-48d65232ea62,2026-06-01T07:35:56+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.063,0.75,allow,,
d43bfec8-55d9-455a-b801-48d65232ea62,2026-06-01T07:35:56+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.085,0.8,allow,,
d43bfec8-55d9-455a-b801-48d65232ea62,2026-06-01T07:35:56+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.0,0.6,allow,,
72ba1de8-e8c0-4528-832c-d44e83e419a3,2026-06-01T21:03:00+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.012,0.75,allow,,
72ba1de8-e8c0-4528-832c-d44e83e419a3,2026-06-01T21:03:00+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.012,0.8,allow,,
72ba1de8-e8c0-4528-832c-d44e83e419a3,2026-06-01T21:03:00+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.042,0.6,allow,,
0febe950-0ec4-4789-8d6b-6deb6b1d2f4e,2026-06-01T06:14:37+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.044,0.75,allow,,
0febe950-0ec4-4789-8d6b-6deb6b1d2f4e,2026-06-01T06:14:37+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.179,0.8,allow,,
0febe950-0ec4-4789-8d6b-6deb6b1d2f4e,2026-06-01T06:14:37+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.095,0.6,allow,,
5b476ce1-e6a2-412a-83df-d744d5e747df,2026-06-01T06:14:02+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.087,0.75,allow,,
5b476ce1-e6a2-412a-83df-d744d5e747df,2026-06-01T06:14:02+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.047,0.8,allow,,
5b476ce1-e6a2-412a-83df-d744d5e747df,2026-06-01T06:14:02+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.099,0.6,allow,,
e3f3d9dd-675e-44ef-8a93-32750585338a,2026-06-01T08:39:27+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.094,0.75,allow,,
e3f3d9dd-675e-44ef-8a93-32750585338a,2026-06-01T08:39:27+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.186,0.8,allow,,
e3f3d9dd-675e-44ef-8a93-32750585338a,2026-06-01T08:39:27+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.001,0.6,allow,,
d9c4919e-ec03-4c7b-9fa0-3bf9f1c0a762,2026-06-01T11:35:42+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.09,0.75,allow,,
d9c4919e-ec03-4c7b-9fa0-3bf9f1c0a762,2026-06-01T11:35:42+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.029,0.8,allow,,
d9c4919e-ec03-4c7b-9fa0-3bf9f1c0a762,2026-06-01T11:35:42+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.059,0.6,allow,,
88f6972a-5830-4c1a-83d1-0b6f59c553be,2026-06-01T08:44:10+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.033,0.75,allow,,
88f6972a-5830-4c1a-83d1-0b6f59c553be,2026-06-01T08:44:10+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.162,0.8,allow,,
88f6972a-5830-4c1a-83d1-0b6f59c553be,2026-06-01T08:44:10+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.064,0.6,allow,,
203f5915-8dd3-4ec5-9826-ca3cba7ba18e,2026-06-01T09:34:53+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.032,0.75,allow,,
203f5915-8dd3-4ec5-9826-ca3cba7ba18e,2026-06-01T09:34:53+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.171,0.8,allow,,
203f5915-8dd3-4ec5-9826-ca3cba7ba18e,2026-06-01T09:34:53+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.054,0.6,allow,,
0f25835e-978b-441a-9a21-d63937eb2396,2026-06-01T06:21:44+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.139,0.75,allow,,
0f25835e-978b-441a-9a21-d63937eb2396,2026-06-01T06:21:44+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.181,0.8,allow,,
0f25835e-978b-441a-9a21-d63937eb2396,2026-06-01T06:21:44+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.05,0.6,allow,,
be69036d-bcce-4cf8-82b8-df9a6e7ffea1,2026-06-01T02:55:33+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.021,0.75,allow,,
be69036d-bcce-4cf8-82b8-df9a6e7ffea1,2026-06-01T02:55:33+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.199,0.8,allow,,
be69036d-bcce-4cf8-82b8-df9a6e7ffea1,2026-06-01T02:55:33+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.019,0.6,allow,,
6a4b888a-9f25-44b6-9b69-b723f70755a2,2026-06-01T05:18:57+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.126,0.75,allow,,
6a4b888a-9f25-44b6-9b69-b723f70755a2,2026-06-01T05:18:57+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.115,0.8,allow,,
6a4b888a-9f25-44b6-9b69-b723f70755a2,2026-06-01T05:18:57+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.01,0.6,allow,,
f0297109-b4b9-499b-a11c-66f347b42650,2026-06-01T03:00:08+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.004,0.75,allow,,
f0297109-b4b9-499b-a11c-66f347b42650,2026-06-01T03:00:08+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.094,0.8,allow,,
f0297109-b4b9-499b-a11c-66f347b42650,2026-06-01T03:00:08+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.038,0.6,allow,,
e38d13f1-520a-4918-b2e9-cbe20dbe83c7,2026-06-01T02:36:53+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.127,0.75,allow,,
e38d13f1-520a-4918-b2e9-cbe20dbe83c7,2026-06-01T02:36:53+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.188,0.8,allow,,
e38d13f1-520a-4918-b2e9-cbe20dbe83c7,2026-06-01T02:36:53+00:00,output_toxicity_check,1.5,toxicity_classifier_v1,0.087,0.6,allow,,
c81d5619-ad8d-42e4-abb2-4137108347e5,2026-06-01T11:13:29+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.834,0.75,block,prompt_injection_detected,
645b9f8f-55cc-4687-a7b5-c2fd53d6790a,2026-06-01T17:37:03+00:00,input_prompt_injection_scan,3.1,injection_classifier_v3,0.003,0.75,allow,,
645b9f8f-55cc-4687-a7b5-c2fd53d6790a,2026-06-01T17:37:03+00:00,output_pii_egress_scan,2.2,dlp_scanner_v2,0.133,0.8,allow,,
